asset,year,region,installed,technology,capacity
1,2040,R1,2020,solarPV,5.15000000000
1,2045,R1,2020,solarPV,5.15000000000
1,2049,R1,2020,solarPV,5.15000000000
2,2040,R1,2020,windturbine,10.00000000000
2,2045,R1,2020,windturbine,10.00000000000
2,2049,R1,2020,windturbine,10.00000000000
3,2040,R1,2025,solarPV,10.73000000000
3,2045,R1,2025,solarPV,10.73000000000
3,2049,R1,2025,solarPV,10.73000000000
3,2050,R1,2025,solarPV,10.73000000000
3,2054,R1,2025,solarPV,10.73000000000
4,2040,R1,2030,solarPV,5.60000000000
4,2045,R1,2030,solarPV,5.60000000000
4,2049,R1,2030,solarPV,5.60000000000
4,2050,R1,2030,solarPV,5.60000000000
4,2054,R1,2030,solarPV,5.60000000000
4,2055,R1,2030,solarPV,5.60000000000
4,2059,R1,2030,solarPV,5.60000000000
5,2040,R1,2035,solarPV,7.72000000000
5,2045,R1,2035,solarPV,7.72000000000
5,2049,R1,2035,solarPV,7.72000000000
5,2050,R1,2035,solarPV,7.72000000000
5,2054,R1,2035,solarPV,7.72000000000
5,2055,R1,2035,solarPV,7.72000000000
5,2059,R1,2035,solarPV,7.72000000000
5,2060,R1,2035,solarPV,7.72000000000
5,2064,R1,2035,solarPV,7.72000000000
6,2045,R1,2040,solarPV,5.60000000000
6,2049,R1,2040,solarPV,5.60000000000
6,2050,R1,2040,solarPV,5.60000000000
6,2054,R1,2040,solarPV,5.60000000000
6,2055,R1,2040,solarPV,5.60000000000
6,2059,R1,2040,solarPV,5.60000000000
6,2060,R1,2040,solarPV,5.60000000000
6,2064,R1,2040,solarPV,5.60000000000
6,2065,R1,2040,solarPV,5.60000000000
6,2069,R1,2040,solarPV,5.60000000000
8,2040,R2,2020,windturbine,15.15000000000
8,2045,R2,2020,windturbine,15.15000000000
8,2049,R2,2020,windturbine,15.15000000000
9,2040,R2,2025,solarPV,10.73000000000
9,2045,R2,2025,solarPV,10.73000000000
9,2049,R2,2025,solarPV,10.73000000000
9,2050,R2,2025,solarPV,10.73000000000
9,2054,R2,2025,solarPV,10.73000000000
10,2040,R2,2030,solarPV,5.60000000000
10,2045,R2,2030,solarPV,5.60000000000
10,2049,R2,2030,solarPV,5.60000000000
10,2050,R2,2030,solarPV,5.60000000000
10,2054,R2,2030,solarPV,5.60000000000
10,2055,R2,2030,solarPV,5.60000000000
10,2059,R2,2030,solarPV,5.60000000000
11,2040,R2,2035,solarPV,7.72000000000
11,2045,R2,2035,solarPV,7.72000000000
11,2049,R2,2035,solarPV,7.72000000000
11,2050,R2,2035,solarPV,7.72000000000
11,2054,R2,2035,solarPV,7.72000000000
11,2055,R2,2035,solarPV,7.72000000000
11,2059,R2,2035,solarPV,7.72000000000
11,2060,R2,2035,solarPV,7.72000000000
11,2064,R2,2035,solarPV,7.72000000000
12,2045,R2,2040,solarPV,5.60000000000
12,2049,R2,2040,solarPV,5.60000000000
12,2050,R2,2040,solarPV,5.60000000000
12,2054,R2,2040,solarPV,5.60000000000
12,2055,R2,2040,solarPV,5.60000000000
12,2059,R2,2040,solarPV,5.60000000000
12,2060,R2,2040,solarPV,5.60000000000
12,2064,R2,2040,solarPV,5.60000000000
12,2065,R2,2040,solarPV,5.60000000000
12,2069,R2,2040,solarPV,5.60000000000
