,asset,year,region,installed,technology,capacity
32,2,2050,R1,2025,gasCCGT,3.00000000000
33,2,2054,R1,2025,gasCCGT,3.00000000000
34,2,2055,R1,2025,gasCCGT,3.00000000000
35,2,2059,R1,2025,gasCCGT,3.00000000000
36,2,2060,R1,2025,gasCCGT,3.00000000000
37,2,2064,R1,2025,gasCCGT,3.00000000000
47,3,2050,R1,2025,solarPV,4.75730000000
48,3,2054,R1,2025,solarPV,4.75730000000
62,4,2050,R1,2030,solarPV,9.14270000000
63,4,2054,R1,2030,solarPV,9.14270000000
64,4,2055,R1,2030,solarPV,9.14270000000
65,4,2059,R1,2030,solarPV,9.14270000000
77,5,2050,R1,2035,solarPV,10.00000000000
78,5,2054,R1,2035,solarPV,10.00000000000
79,5,2055,R1,2035,solarPV,10.00000000000
80,5,2059,R1,2035,solarPV,10.00000000000
81,5,2060,R1,2035,solarPV,10.00000000000
82,5,2064,R1,2035,solarPV,10.00000000000
92,6,2050,R1,2035,windturbine,4.02800000000
93,6,2054,R1,2035,windturbine,4.02800000000
94,6,2055,R1,2035,windturbine,4.02800000000
95,6,2059,R1,2035,windturbine,4.02800000000
96,6,2060,R1,2035,windturbine,4.02800000000
97,6,2064,R1,2035,windturbine,4.02800000000
107,7,2050,R1,2040,solarPV,9.14270000000
108,7,2054,R1,2040,solarPV,9.14270000000
109,7,2055,R1,2040,solarPV,9.14270000000
110,7,2059,R1,2040,solarPV,9.14270000000
111,7,2060,R1,2040,solarPV,9.14270000000
112,7,2064,R1,2040,solarPV,9.14270000000
113,7,2065,R1,2040,solarPV,9.14270000000
114,7,2069,R1,2040,solarPV,9.14270000000
122,8,2050,R1,2045,solarPV,19.14270000000
123,8,2054,R1,2045,solarPV,19.14270000000
124,8,2055,R1,2045,solarPV,19.14270000000
125,8,2059,R1,2045,solarPV,19.14270000000
126,8,2060,R1,2045,solarPV,19.14270000000
127,8,2064,R1,2045,solarPV,19.14270000000
128,8,2065,R1,2045,solarPV,19.14270000000
129,8,2069,R1,2045,solarPV,19.14270000000
130,8,2070,R1,2045,solarPV,19.14270000000
131,8,2074,R1,2045,solarPV,19.14270000000
137,9,2050,R1,2045,windturbine,9.03670000000
138,9,2054,R1,2045,windturbine,9.03670000000
139,9,2055,R1,2045,windturbine,9.03670000000
140,9,2059,R1,2045,windturbine,9.03670000000
141,9,2060,R1,2045,windturbine,9.03670000000
142,9,2064,R1,2045,windturbine,9.03670000000
143,9,2065,R1,2045,windturbine,9.03670000000
144,9,2069,R1,2045,windturbine,9.03670000000
145,9,2070,R1,2045,windturbine,9.03670000000
146,9,2074,R1,2045,windturbine,9.03670000000
154,10,2055,R1,2050,solarPV,4.75730000000
155,10,2059,R1,2050,solarPV,4.75730000000
156,10,2060,R1,2050,solarPV,4.75730000000
157,10,2064,R1,2050,solarPV,4.75730000000
158,10,2065,R1,2050,solarPV,4.75730000000
159,10,2069,R1,2050,solarPV,4.75730000000
160,10,2070,R1,2050,solarPV,4.75730000000
161,10,2074,R1,2050,solarPV,4.75730000000
162,10,2075,R1,2050,solarPV,4.75730000000
163,10,2079,R1,2050,solarPV,4.75730000000
197,13,2050,R2,2025,gasCCGT,3.00000000000
198,13,2054,R2,2025,gasCCGT,3.00000000000
