agent,capacity,dst_region,installed,region,sector,technology,type,year
A1,10.00000000000,R1,2020,R1,residential,gasboiler,newcapa,2020
A1,1.00000000000,R1,2020,R1,power,gasCCGT,newcapa,2020
A1,15.00000000000,R1,2020,R1,gas,gassupply1,newcapa,2020
A1,24.00000000000,R1,2020,R1,residential,gasboiler,newcapa,2025
A1,1.00000000000,R1,2020,R1,power,gasCCGT,newcapa,2025
A1,15.00000000000,R1,2020,R1,gas,gassupply1,newcapa,2025
A1,19.00000000000,R1,2020,R1,residential,gasboiler,newcapa,2030
A1,10.00000000000,R1,2025,R1,residential,gasboiler,newcapa,2030
A1,7.50000000000,R1,2020,R1,gas,gassupply1,newcapa,2030
A1,10.00000000000,R1,2025,R1,residential,gasboiler,newcapa,2035
A1,26.00000000000,R1,2030,R1,residential,gasboiler,newcapa,2035
A1,7.73330000000,R1,2030,R1,gas,gassupply1,newcapa,2035
