timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2040,0,all-year,all-week,night,heatpump,2030,0.49090000000
0,heat,R1,2040,1,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R1,2040,3,all-year,all-week,night,heatpump,2030,0.49090000000
0,heat,R1,2040,4,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R1,2045,1,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R1,2045,2,all-year,all-week,night,heatpump,2040,0.60990000000
0,heat,R1,2045,4,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R1,2045,5,all-year,all-week,night,heatpump,2040,0.60990000000
0,heat,R2,2040,0,all-year,all-week,night,heatpump,2030,0.49090000000
0,heat,R2,2040,1,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R2,2040,3,all-year,all-week,night,heatpump,2030,0.49090000000
0,heat,R2,2040,4,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R2,2045,1,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R2,2045,2,all-year,all-week,night,heatpump,2040,0.60990000000
0,heat,R2,2045,4,all-year,all-week,night,heatpump,2035,0.34210000000
0,heat,R2,2045,5,all-year,all-week,night,heatpump,2040,0.60990000000
1,heat,R1,2040,0,all-year,all-week,morning,heatpump,2030,0.73630000000
1,heat,R1,2040,1,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R1,2040,3,all-year,all-week,morning,heatpump,2030,0.73630000000
1,heat,R1,2040,4,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R1,2045,1,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R1,2045,2,all-year,all-week,morning,heatpump,2040,0.91480000000
1,heat,R1,2045,4,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R1,2045,5,all-year,all-week,morning,heatpump,2040,0.91480000000
1,heat,R2,2040,0,all-year,all-week,morning,heatpump,2030,0.73630000000
1,heat,R2,2040,1,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R2,2040,3,all-year,all-week,morning,heatpump,2030,0.73630000000
1,heat,R2,2040,4,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R2,2045,1,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R2,2045,2,all-year,all-week,morning,heatpump,2040,0.91480000000
1,heat,R2,2045,4,all-year,all-week,morning,heatpump,2035,0.51320000000
1,heat,R2,2045,5,all-year,all-week,morning,heatpump,2040,0.91480000000
2,heat,R1,2040,0,all-year,all-week,mid-afternoon,heatpump,2030,0.49090000000
2,heat,R1,2040,1,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R1,2040,3,all-year,all-week,mid-afternoon,heatpump,2030,0.49090000000
2,heat,R1,2040,4,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R1,2045,1,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R1,2045,2,all-year,all-week,mid-afternoon,heatpump,2040,0.60990000000
2,heat,R1,2045,4,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R1,2045,5,all-year,all-week,mid-afternoon,heatpump,2040,0.60990000000
2,heat,R2,2040,0,all-year,all-week,mid-afternoon,heatpump,2030,0.49090000000
2,heat,R2,2040,1,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R2,2040,3,all-year,all-week,mid-afternoon,heatpump,2030,0.49090000000
2,heat,R2,2040,4,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R2,2045,1,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R2,2045,2,all-year,all-week,mid-afternoon,heatpump,2040,0.60990000000
2,heat,R2,2045,4,all-year,all-week,mid-afternoon,heatpump,2035,0.34210000000
2,heat,R2,2045,5,all-year,all-week,mid-afternoon,heatpump,2040,0.60990000000
3,heat,R1,2040,0,all-year,all-week,early-peak,heatpump,2030,0.73630000000
3,heat,R1,2040,1,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R1,2040,3,all-year,all-week,early-peak,heatpump,2030,0.73630000000
3,heat,R1,2040,4,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R1,2045,1,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R1,2045,2,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R1,2045,4,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R1,2045,5,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R2,2040,0,all-year,all-week,early-peak,heatpump,2030,0.73630000000
3,heat,R2,2040,1,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R2,2040,3,all-year,all-week,early-peak,heatpump,2030,0.73630000000
3,heat,R2,2040,4,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R2,2045,1,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R2,2045,2,all-year,all-week,early-peak,heatpump,2040,0.91480000000
3,heat,R2,2045,4,all-year,all-week,early-peak,heatpump,2035,0.51320000000
3,heat,R2,2045,5,all-year,all-week,early-peak,heatpump,2040,0.91480000000
4,heat,R1,2040,0,all-year,all-week,late-peak,heatpump,2030,1.47330000000
4,heat,R1,2040,1,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R1,2040,3,all-year,all-week,late-peak,heatpump,2030,1.47330000000
4,heat,R1,2040,4,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R1,2045,1,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R1,2045,2,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R1,2045,4,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R1,2045,5,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R2,2040,0,all-year,all-week,late-peak,heatpump,2030,1.47330000000
4,heat,R2,2040,1,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R2,2040,3,all-year,all-week,late-peak,heatpump,2030,1.47330000000
4,heat,R2,2040,4,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R2,2045,1,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R2,2045,2,all-year,all-week,late-peak,heatpump,2040,1.83050000000
4,heat,R2,2045,4,all-year,all-week,late-peak,heatpump,2035,1.02680000000
4,heat,R2,2045,5,all-year,all-week,late-peak,heatpump,2040,1.83050000000
5,heat,R1,2040,0,all-year,all-week,evening,heatpump,2030,0.98250000000
5,heat,R1,2040,1,all-year,all-week,evening,heatpump,2035,0.68470000000
5,heat,R1,2040,3,all-year,all-week,evening,heatpump,2030,0.98250000000
5,heat,R1,2040,4,all-year,all-week,evening,heatpump,2035,0.68470000000
5,heat,R1,2045,1,all-year,all-week,evening,heatpump,2035,0.68470000000
5,heat,R1,2045,2,all-year,all-week,evening,heatpump,2040,1.22060000000
5,heat,R1,2045,4,all-year,all-week,evening,heatpump,2035,0.68470000000
5,heat,R1,2045,5,all-year,all-week,evening,heatpump,2040,1.22060000000
