asset,year,region,technology,installed,capacity
0,2045,R1,gassupply1,2020,10.33930000000
0,2050,R1,gassupply1,2020,10.33930000000
0,2059,R1,gassupply1,2020,10.33930000000
1,2045,R1,gassupply1,2025,8.64650000000
1,2050,R1,gassupply1,2025,8.64650000000
1,2059,R1,gassupply1,2025,8.64650000000
1,2060,R1,gassupply1,2025,8.64650000000
1,2064,R1,gassupply1,2025,8.64650000000
2,2045,R1,gassupply1,2030,10.83330000000
2,2050,R1,gassupply1,2030,10.83330000000
2,2059,R1,gassupply1,2030,10.83330000000
2,2060,R1,gassupply1,2030,10.83330000000
2,2064,R1,gassupply1,2030,10.83330000000
2,2065,R1,gassupply1,2030,10.83330000000
2,2069,R1,gassupply1,2030,10.83330000000
3,2045,R1,gassupply1,2035,1.98970000000
3,2050,R1,gassupply1,2035,1.98970000000
3,2059,R1,gassupply1,2035,1.98970000000
3,2060,R1,gassupply1,2035,1.98970000000
3,2064,R1,gassupply1,2035,1.98970000000
3,2065,R1,gassupply1,2035,1.98970000000
3,2069,R1,gassupply1,2035,1.98970000000
3,2070,R1,gassupply1,2035,1.98970000000
3,2074,R1,gassupply1,2035,1.98970000000
4,2045,R1,gassupply1,2040,6.66670000000
4,2050,R1,gassupply1,2040,6.66670000000
4,2059,R1,gassupply1,2040,6.66670000000
4,2060,R1,gassupply1,2040,6.66670000000
4,2064,R1,gassupply1,2040,6.66670000000
4,2065,R1,gassupply1,2040,6.66670000000
4,2069,R1,gassupply1,2040,6.66670000000
4,2070,R1,gassupply1,2040,6.66670000000
4,2074,R1,gassupply1,2040,6.66670000000
4,2075,R1,gassupply1,2040,6.66670000000
4,2079,R1,gassupply1,2040,6.66670000000
