asset,year,region,installed,technology,capacity
0,2035,R1,2020,gassupply1,9.85150000000
0,2040,R1,2020,gassupply1,9.85150000000
0,2045,R1,2020,gassupply1,9.85150000000
0,2050,R1,2020,gassupply1,9.85150000000
0,2059,R1,2020,gassupply1,9.85150000000
1,2035,R1,2025,gassupply1,6.37430000000
1,2040,R1,2025,gassupply1,6.37430000000
1,2045,R1,2025,gassupply1,6.37430000000
1,2050,R1,2025,gassupply1,6.37430000000
1,2059,R1,2025,gassupply1,6.37430000000
1,2060,R1,2025,gassupply1,6.37430000000
1,2064,R1,2025,gassupply1,6.37430000000
2,2035,R1,2030,gassupply1,7.52000000000
2,2040,R1,2030,gassupply1,7.52000000000
2,2045,R1,2030,gassupply1,7.52000000000
2,2050,R1,2030,gassupply1,7.52000000000
2,2059,R1,2030,gassupply1,7.52000000000
2,2060,R1,2030,gassupply1,7.52000000000
2,2064,R1,2030,gassupply1,7.52000000000
2,2065,R1,2030,gassupply1,7.52000000000
2,2069,R1,2030,gassupply1,7.52000000000
3,2040,R1,2035,gassupply1,5.62500000000
3,2045,R1,2035,gassupply1,5.62500000000
3,2050,R1,2035,gassupply1,5.62500000000
3,2059,R1,2035,gassupply1,5.62500000000
3,2060,R1,2035,gassupply1,5.62500000000
3,2064,R1,2035,gassupply1,5.62500000000
3,2065,R1,2035,gassupply1,5.62500000000
3,2069,R1,2035,gassupply1,5.62500000000
3,2070,R1,2035,gassupply1,5.62500000000
3,2074,R1,2035,gassupply1,5.62500000000
