month,day,hour,technology,installed,supply
all-year,all-week,night,heatpump,2030,0.72220000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2030,0.72220000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2040,0.88890000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2040,0.88890000000
all-year,all-week,night,heatpump,2030,0.72220000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2030,0.72220000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2040,0.88890000000
all-year,all-week,night,heatpump,2035,0.44440000000
all-year,all-week,night,heatpump,2040,0.88890000000
all-year,all-week,morning,heatpump,2030,1.08330000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2030,1.08330000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2040,1.33330000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2040,1.33330000000
all-year,all-week,morning,heatpump,2030,1.08330000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2030,1.08330000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2040,1.33330000000
all-year,all-week,morning,heatpump,2035,0.66670000000
all-year,all-week,morning,heatpump,2040,1.33330000000
all-year,all-week,afternoon,heatpump,2030,0.72220000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2030,0.72220000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2040,0.88890000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2040,0.88890000000
all-year,all-week,afternoon,heatpump,2030,0.72220000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2030,0.72220000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2040,0.88890000000
all-year,all-week,afternoon,heatpump,2035,0.44440000000
all-year,all-week,afternoon,heatpump,2040,0.88890000000
all-year,all-week,early-peak,heatpump,2030,1.08330000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2030,1.08330000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2040,1.33330000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2040,1.33330000000
all-year,all-week,early-peak,heatpump,2030,1.08330000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2030,1.08330000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2040,1.33330000000
all-year,all-week,early-peak,heatpump,2035,0.66670000000
all-year,all-week,early-peak,heatpump,2040,1.33330000000
all-year,all-week,late-peak,heatpump,2030,2.16670000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2030,2.16670000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2040,2.66670000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2040,2.66670000000
all-year,all-week,late-peak,heatpump,2030,2.16670000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2030,2.16670000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2040,2.66670000000
all-year,all-week,late-peak,heatpump,2035,1.33330000000
all-year,all-week,late-peak,heatpump,2040,2.66670000000
all-year,all-week,evening,heatpump,2030,1.44440000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2030,1.44440000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2040,1.77780000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2040,1.77780000000
all-year,all-week,evening,heatpump,2030,1.44440000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2030,1.44440000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2040,1.77780000000
all-year,all-week,evening,heatpump,2035,0.88890000000
all-year,all-week,evening,heatpump,2040,1.77780000000
