month,day,hour,technology,installed,supply
all-year,all-week,night,heatpump,2022,0.08400000000
all-year,all-week,night,heatpump,2024,0.08400000000
all-year,all-week,night,heatpump,2026,0.08400000000
all-year,all-week,night,heatpump,2028,0.10500000000
all-year,all-week,night,heatpump,2030,0.27300000000
all-year,all-week,night,heatpump,2022,0.08400000000
all-year,all-week,night,heatpump,2024,0.08400000000
all-year,all-week,night,heatpump,2026,0.08400000000
all-year,all-week,night,heatpump,2028,0.10500000000
all-year,all-week,night,heatpump,2030,0.27300000000
all-year,all-week,night,heatpump,2024,0.08460000000
all-year,all-week,night,heatpump,2026,0.08460000000
all-year,all-week,night,heatpump,2028,0.10570000000
all-year,all-week,night,heatpump,2030,0.27490000000
all-year,all-week,night,heatpump,2032,0.12690000000
all-year,all-week,night,heatpump,2024,0.08460000000
all-year,all-week,night,heatpump,2026,0.08460000000
all-year,all-week,night,heatpump,2028,0.10570000000
all-year,all-week,night,heatpump,2030,0.27490000000
all-year,all-week,night,heatpump,2032,0.12690000000
all-year,all-week,night,heatpump,2022,0.08400000000
all-year,all-week,night,heatpump,2024,0.08400000000
all-year,all-week,night,heatpump,2026,0.08400000000
all-year,all-week,night,heatpump,2028,0.10500000000
all-year,all-week,night,heatpump,2030,0.27300000000
all-year,all-week,night,heatpump,2022,0.08400000000
all-year,all-week,night,heatpump,2024,0.08400000000
all-year,all-week,night,heatpump,2026,0.08400000000
all-year,all-week,night,heatpump,2028,0.10500000000
all-year,all-week,night,heatpump,2030,0.27300000000
all-year,all-week,night,heatpump,2024,0.08460000000
all-year,all-week,night,heatpump,2026,0.08460000000
all-year,all-week,night,heatpump,2028,0.10570000000
all-year,all-week,night,heatpump,2030,0.27490000000
all-year,all-week,night,heatpump,2032,0.12690000000
all-year,all-week,night,heatpump,2024,0.08460000000
all-year,all-week,night,heatpump,2026,0.08460000000
all-year,all-week,night,heatpump,2028,0.10570000000
all-year,all-week,night,heatpump,2030,0.27490000000
all-year,all-week,night,heatpump,2032,0.12690000000
all-year,all-week,morning,heatpump,2022,0.12000000000
all-year,all-week,morning,heatpump,2024,0.12000000000
all-year,all-week,morning,heatpump,2026,0.12000000000
all-year,all-week,morning,heatpump,2028,0.15000000000
all-year,all-week,morning,heatpump,2030,0.39000000000
all-year,all-week,morning,heatpump,2022,0.12000000000
all-year,all-week,morning,heatpump,2024,0.12000000000
all-year,all-week,morning,heatpump,2026,0.12000000000
all-year,all-week,morning,heatpump,2028,0.15000000000
all-year,all-week,morning,heatpump,2030,0.39000000000
all-year,all-week,morning,heatpump,2024,0.12080000000
all-year,all-week,morning,heatpump,2026,0.12080000000
all-year,all-week,morning,heatpump,2028,0.15100000000
all-year,all-week,morning,heatpump,2030,0.39270000000
all-year,all-week,morning,heatpump,2032,0.18120000000
all-year,all-week,morning,heatpump,2024,0.12080000000
all-year,all-week,morning,heatpump,2026,0.12080000000
all-year,all-week,morning,heatpump,2028,0.15100000000
all-year,all-week,morning,heatpump,2030,0.39270000000
all-year,all-week,morning,heatpump,2032,0.18120000000
all-year,all-week,morning,heatpump,2022,0.12000000000
all-year,all-week,morning,heatpump,2024,0.12000000000
all-year,all-week,morning,heatpump,2026,0.12000000000
all-year,all-week,morning,heatpump,2028,0.15000000000
all-year,all-week,morning,heatpump,2030,0.39000000000
all-year,all-week,morning,heatpump,2022,0.12000000000
all-year,all-week,morning,heatpump,2024,0.12000000000
all-year,all-week,morning,heatpump,2026,0.12000000000
all-year,all-week,morning,heatpump,2028,0.15000000000
all-year,all-week,morning,heatpump,2030,0.39000000000
all-year,all-week,morning,heatpump,2024,0.12080000000
all-year,all-week,morning,heatpump,2026,0.12080000000
all-year,all-week,morning,heatpump,2028,0.15100000000
all-year,all-week,morning,heatpump,2030,0.39270000000
all-year,all-week,morning,heatpump,2032,0.18120000000
all-year,all-week,morning,heatpump,2024,0.12080000000
all-year,all-week,morning,heatpump,2026,0.12080000000
all-year,all-week,morning,heatpump,2028,0.15100000000
all-year,all-week,morning,heatpump,2030,0.39270000000
all-year,all-week,morning,heatpump,2032,0.18120000000
all-year,all-week,mid-afternoon,heatpump,2022,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10500000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27300000000
all-year,all-week,mid-afternoon,heatpump,2022,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10500000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27300000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10570000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27490000000
all-year,all-week,mid-afternoon,heatpump,2032,0.12690000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10570000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27490000000
all-year,all-week,mid-afternoon,heatpump,2032,0.12690000000
all-year,all-week,mid-afternoon,heatpump,2022,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10500000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27300000000
all-year,all-week,mid-afternoon,heatpump,2022,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08400000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10500000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27300000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10570000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27490000000
all-year,all-week,mid-afternoon,heatpump,2032,0.12690000000
all-year,all-week,mid-afternoon,heatpump,2024,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2026,0.08460000000
all-year,all-week,mid-afternoon,heatpump,2028,0.10570000000
all-year,all-week,mid-afternoon,heatpump,2030,0.27490000000
all-year,all-week,mid-afternoon,heatpump,2032,0.12690000000
all-year,all-week,early-peak,heatpump,2022,0.12000000000
all-year,all-week,early-peak,heatpump,2024,0.12000000000
all-year,all-week,early-peak,heatpump,2026,0.12000000000
all-year,all-week,early-peak,heatpump,2028,0.15000000000
all-year,all-week,early-peak,heatpump,2030,0.39000000000
all-year,all-week,early-peak,heatpump,2022,0.12000000000
