asset,year,technology,region,installed,capacity
0,2030,electric_stove,R1,2020,17.40000000000
0,2034,electric_stove,R1,2020,17.40000000000
1,2030,electric_stove,R1,2025,8.48000000000
1,2034,electric_stove,R1,2025,8.48000000000
1,2035,electric_stove,R1,2025,8.48000000000
1,2039,electric_stove,R1,2025,8.48000000000
2,2035,electric_stove,R1,2030,23.00000000000
2,2039,electric_stove,R1,2030,23.00000000000
2,2040,electric_stove,R1,2030,23.00000000000
2,2044,electric_stove,R1,2030,23.00000000000
3,2030,electric_stove,R2,2020,17.40000000000
3,2034,electric_stove,R2,2020,17.40000000000
4,2030,electric_stove,R2,2025,8.48000000000
4,2034,electric_stove,R2,2025,8.48000000000
4,2035,electric_stove,R2,2025,8.48000000000
4,2039,electric_stove,R2,2025,8.48000000000
5,2035,electric_stove,R2,2030,23.00000000000
5,2039,electric_stove,R2,2030,23.00000000000
5,2040,electric_stove,R2,2030,23.00000000000
5,2044,electric_stove,R2,2030,23.00000000000
6,2030,gas_stove,R1,2025,2.12000000000
6,2034,gas_stove,R1,2025,2.12000000000
6,2035,gas_stove,R1,2025,2.12000000000
6,2039,gas_stove,R1,2025,2.12000000000
7,2030,gas_stove,R2,2025,2.12000000000
7,2034,gas_stove,R2,2025,2.12000000000
7,2035,gas_stove,R2,2025,2.12000000000
7,2039,gas_stove,R2,2025,2.12000000000
8,2030,gasboiler,R1,2025,2.12000000000
8,2034,gasboiler,R1,2025,2.12000000000
8,2035,gasboiler,R1,2025,2.12000000000
8,2039,gasboiler,R1,2025,2.12000000000
9,2030,gasboiler,R2,2025,2.12000000000
9,2034,gasboiler,R2,2025,2.12000000000
9,2035,gasboiler,R2,2025,2.12000000000
9,2039,gasboiler,R2,2025,2.12000000000
10,2030,heatpump,R1,2020,17.40000000000
10,2034,heatpump,R1,2020,17.40000000000
11,2030,heatpump,R1,2025,8.48000000000
11,2034,heatpump,R1,2025,8.48000000000
11,2035,heatpump,R1,2025,8.48000000000
11,2039,heatpump,R1,2025,8.48000000000
12,2035,heatpump,R1,2030,23.00000000000
12,2039,heatpump,R1,2030,23.00000000000
12,2040,heatpump,R1,2030,23.00000000000
12,2044,heatpump,R1,2030,23.00000000000
13,2030,heatpump,R2,2020,17.40000000000
13,2034,heatpump,R2,2020,17.40000000000
14,2030,heatpump,R2,2025,8.48000000000
14,2034,heatpump,R2,2025,8.48000000000
14,2035,heatpump,R2,2025,8.48000000000
14,2039,heatpump,R2,2025,8.48000000000
15,2035,heatpump,R2,2030,23.00000000000
15,2039,heatpump,R2,2030,23.00000000000
15,2040,heatpump,R2,2030,23.00000000000
15,2044,heatpump,R2,2030,23.00000000000
